observation number,publication number,Title ,Authors,Data_extracted_by,Extraction_date,Continent, Country,year_of_experiment,Site,lat_decimals,long_decimals,eco_type,Annual_precip ,precipitation_levels,Annual_temp,Regional_climate ,climatic_region,SOM,Soil C %,Soil N%,Soil C:N ratio ,Soil pH,litterbags_size_cm2,Fauna_available, Top_mesh_size,Fauna_group,Bottom_mesh_size,Burial_location  ,Time_Days,Duration_period,spc_abbr, Litter_type,Drying_method,Oven_temp_C,Litter_size,sp_div_in_mixture,species_richness,propotions,Mixture_mass_ratio,n_expected,n_observed,Lit_Car,Lit_Nit,Lit_Pho,Lit_Lig,Lit_Car_Nit_ratio,Lit_Lig_Nit_ratio,expected_decay_k,observed_decay_k,initial_weight_g,Final_weight_g,m_expected,sd_expected,m_observed,sd_observed,obs_per_day,exp_per_day,sd_obsv_per_day,sd_exp_per_day
306,24,Non-Additive Effects on Decomposition from Mixing Litter of the Invasive Mikania micrantha H.B.K. with Native Plants,Chen et al 2013,Denis Mburu Njoroge,17/06/2020,Asia,China,2006,Dinghushan Forest Experimental Station,23.1,112.1,Forest,1927,medium,21,subtropical monsoon,Sub-tropics,N/A,N/A,N/A,N/A,N/A,300,absent,1,mesofauna,,Buried,180,short,"Cc,Mm",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,42.225,1.41,N/A,N/A,33.62,N/A,N/A,N/A,10,0.825,69.7,4.837156344,91.75,3.3,0.509722222,0.387222222,0.018333333,0.026873091
307,25,Mixtures with grass litter may hasten shrub litter decomposition after shrub encroachment into Mountain grasslands,Montané et al 2013,Denis Mburu Njoroge,18/06/2020,Europe,Spain ,2006,Collada de Montalto,42.3747,1.1115,Grassland,1052,medium,4.7,Temperate subalpine climate,Temperate,N/A,N/A,N/A,N/A,4.26,100,absent,1,mesofauna,,Surface ,363,long,"Jc,Cb",shrub and legume,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.474,1.336,0.071,24.888,42.15,20.25,N/A,N/A,10,9.8441,15.56,0.14,15.59,0.41,0.042947658,0.042865014,0.001129477,0.000385675
308,25,Mixtures with grass litter may hasten shrub litter decomposition after shrub encroachment into Mountain grasslands,Montané et al 2013,Denis Mburu Njoroge,18/06/2020,Europe,Spain ,2006,Collada de Montalto,42.3747,1.1115,Grassland,1052,medium,4.7,Temperate subalpine climate,Temperate,N/A,N/A,N/A,N/A,4.26,100,absent,1,mesofauna,,Surface ,363,long,"Jc,Fn",shrub and grass,Air dried,N/A,Whole leaf,2,two,different,04:02,3,3,48.261,1.215,0.096,17.732,42.4,16.65,N/A,N/A,6,4.5996,19.12,1.54,23.34,0.05,0.064297521,0.052672176,0.000137741,0.004242424
309,25,Mixtures with grass litter may hasten shrub litter decomposition after shrub encroachment into Mountain grasslands,Montané et al 2013,Denis Mburu Njoroge,18/06/2020,Europe,Spain ,2006,Collada de Montalto,42.3747,1.1115,Grassland,1052,medium,4.7,Temperate subalpine climate,Temperate,N/A,N/A,N/A,N/A,4.26,100,absent,1,mesofauna,,Surface ,363,long,"Cb,Fn",grass and legume,Air dried,N/A,Whole leaf,2,two,different,04:02,3,3,48.775,1.611,0.0655,18.366,30.35,11.1,N/A,N/A,6,4.302,24.1,1.47,28.3,1.17,0.077961433,0.066391185,0.00322314,0.004049587
310,25,Mixtures with grass litter may hasten shrub litter decomposition after shrub encroachment into Mountain grasslands,Montané et al 2013,Denis Mburu Njoroge,18/06/2020,Europe,Spain ,2006,Collada de Montalto,42.3747,1.1115,Grassland,1052,medium,4.7,Temperate subalpine climate,Temperate,N/A,N/A,N/A,N/A,4.26,100,absent,1,mesofauna,,Surface ,701,very  long,"Jc,Cb",shrub and legume,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.474,1.336,0.071,24.888,42.15,20.25,N/A,N/A,10,7.481,22.63,1.15,25.19,0.47,0.035934379,0.032282454,0.000670471,0.001640514
311,25,Mixtures with grass litter may hasten shrub litter decomposition after shrub encroachment into Mountain grasslands,Montané et al 2013,Denis Mburu Njoroge,18/06/2020,Europe,Spain ,2006,Collada de Montalto,42.3747,1.1115,Grassland,1052,medium,4.7,Temperate subalpine climate,Temperate,N/A,N/A,N/A,N/A,4.26,100,absent,1,mesofauna,,Surface ,701,very  long,"Jc,Fn",shrub and grass,Air dried,N/A,Whole leaf,2,two,different,04:02,3,3,48.261,1.215,0.096,17.732,42.4,16.65,N/A,N/A,6,4.0806,28.27,2.12,31.99,1.34,0.045634807,0.040328103,0.001911555,0.003024251
312,25,Mixtures with grass litter may hasten shrub litter decomposition after shrub encroachment into Mountain grasslands,Montané et al 2013,Denis Mburu Njoroge,18/06/2020,Europe,Spain ,2006,Collada de Montalto,42.3747,1.1115,Grassland,1052,medium,4.7,Temperate subalpine climate,Temperate,N/A,N/A,N/A,N/A,4.26,100,absent,1,mesofauna,,Surface ,701,very  long,"Cb,Fn",grass and legume,Air dried,N/A,Whole leaf,2,two,different,04:02,3,3,48.775,1.611,0.0655,18.366,30.35,11.1,N/A,N/A,6,3.786,36,1.56,36.9,1.37,0.052639087,0.051355207,0.001954351,0.002225392
313,26,Effect of Litter Quality on Leaf-Litter Decomposition in the Context of Home-Field Advantage and Non-Additive Effects in Temperate Forests in China,Gao et al 2016,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,N/A,N/A,N/A,N/A,N/A,600,present,1.5,mesofauna,,Surface ,360,long,"Pd,Bp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.834,0.8,N/A,25.787,65.06,32.375,N/A,N/A,10,4.565,45.08,4.09,54.35,4.09,0.150972222,0.125222222,0.011361111,0.011361111
314,26,Effect of Litter Quality on Leaf-Litter Decomposition in the Context of Home-Field Advantage and Non-Additive Effects in Temperate Forests in China,Gao et al 2016,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,N/A,N/A,N/A,N/A,N/A,600,present,1.5,mesofauna,,Surface ,360,long,"Pd,Ql",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.034,0.768,N/A,27.107,70.145,35.955,N/A,N/A,10,5.985,37.25,1.28,40.15,1.28,0.111527778,0.103472222,0.003555556,0.003555556
315,26,Effect of Litter Quality on Leaf-Litter Decomposition in the Context of Home-Field Advantage and Non-Additive Effects in Temperate Forests in China,Gao et al 2016,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,N/A,N/A,N/A,N/A,N/A,600,present,1.5,mesofauna,,Surface ,360,long,"Bp,Ql",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.951,0.72,N/A,27.68,75.21,38.63,N/A,N/A,10,6.051,35.78,1.64,39.49,1.64,0.109694444,0.099388889,0.004555556,0.004555556
316,27,Assessing the Effect of Leaf Litter Diversity on the Decomposition and Associated Diversity of Fungal Assemblages,Gao et al 2015,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,1.325,N/A,0.093,N/A,5.62,600,present,1.5,mesofauna,,Surface ,360,long,"Pd,Bp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,51.834,0.8,N/A,25.787,65.06,32.375,N/A,N/A,10,4.56,45.1,2.583602137,54.4,2.6,0.151111111,0.125277778,0.007222222,0.007176673
317,27,Assessing the Effect of Leaf Litter Diversity on the Decomposition and Associated Diversity of Fungal Assemblages,Gao et al 2015,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,1.325,N/A,0.093,N/A,5.62,600,present,1.5,mesofauna,,Surface ,360,long,"Pd,Ql",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.034,0.768,N/A,27.107,70.145,35.955,N/A,N/A,10,5.98,37.3,3.042203149,40.2,3.12,0.111666667,0.103611111,0.008666667,0.008450564
318,27,Assessing the Effect of Leaf Litter Diversity on the Decomposition and Associated Diversity of Fungal Assemblages,Gao et al 2015,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,1.325,N/A,0.093,N/A,5.62,600,present,1.5,mesofauna,,Surface ,360,long,"Bp,Ql",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,53.951,0.72,N/A,27.68,75.21,38.63,N/A,N/A,10,6.05,35.8,2.258317958,39.5,2.25,0.109722222,0.099444444,0.00625,0.006273105
319,27,Assessing the Effect of Leaf Litter Diversity on the Decomposition and Associated Diversity of Fungal Assemblages,Gao et al 2015,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,1.325,N/A,0.093,N/A,5.62,600,present,1.5,mesofauna,,Surface ,360,long,"Bp,Pd,Ql",Deciduous,Air dried,N/A,Whole leaf,3,three,different,01:08:01,3,3,52.94,0.763,N/A,26.857,70.13,35.667,N/A,N/A,10,4.55,44.4,2.137755833,54.5,2.25,0.151388889,0.123333333,0.00625,0.005938211
320,27,Assessing the Effect of Leaf Litter Diversity on the Decomposition and Associated Diversity of Fungal Assemblages,Gao et al 2015,Denis Mburu Njoroge,18/06/2020,Asia,China,2012,Liao River Source Nature Reserve,41.21,118.37,Forest,550,low,7.3,continental monsoon Mountain,Temperate,1.325,N/A,0.093,N/A,5.62,600,present,1.5,mesofauna,,Surface ,360,long,"Bp,Pd,Qm",Deciduous,Air dried,N/A,Whole leaf,3,three,different,03:04:03,3,3,52.94,0.763,N/A,26.857,70.13,35.667,N/A,N/A,10,5.05,40.1,2.25166605,49.5,2.25,0.1375,0.111388889,0.00625,0.006254628
321,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,46.285,0.795,N/A,5.96,58.85,7.4,N/A,N/A,10,2.427,69.633,9.461997358,75.735,3.24,0.103746575,0.095387671,0.004438356,0.01296164
322,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Ph",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,48.03,0.855,N/A,13.325,55.95,15.5,N/A,N/A,10,3.794,56.912,9.197423226,62.059,5.42,0.085012329,0.077961644,0.007424658,0.01259921
323,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Qp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,46.215,0.815,N/A,10.31,56.6,12.8,N/A,N/A,10,3.529,58.383,7.54918287,64.706,5.54,0.088638356,0.079976712,0.007589041,0.010341346
324,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Cc,Ph",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,48.325,0.79,N/A,11.175,61.7,13.55,N/A,N/A,10,2.956,64.633,10.20287038,70.441,5.62,0.096494521,0.088538356,0.00769863,0.013976535
325,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Cc,Qp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,46.51,0.75,N/A,8.16,62.35,10.8,N/A,N/A,10,2.721,66.103,8.746206721,72.794,2.12,0.099717808,0.090552055,0.00290411,0.011981105
326,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,48.255,0.81,N/A,15.525,59.45,18.95,N/A,N/A,10,4.265,53.383,8.45927491,57.353,6.4,0.078565753,0.073127397,0.008767123,0.011588048
327,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc,Ph",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,47.547,0.813,N/A,10.53,58.833,12.167,N/A,N/A,10,3.044,63.725,9.630170507,69.559,3.72,0.095286301,0.087294521,0.00509589,0.013192014
328,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc,Qp",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,46.337,0.787,N/A,8.143,59.267,10.33,N/A,N/A,10,2.794,64.706,8.621981365,72.059,4.68,0.098710959,0.088638356,0.006410959,0.011810933
329,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,47.5,0.827,N/A,13.05,57.333,15.767,N/A,N/A,10,3.971,56.227,8.428959762,60.294,7.6,0.082594521,0.077023288,0.010410959,0.01154652
330,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Cc,Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,47.697,0.783,N/A,11.62,61.16,14.433,N/A,N/A,10,3.25,61.373,9.167951934,67.5,5.4,0.092465753,0.084072603,0.00739726,0.012558838
331,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc,Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,4,4,47.27,0.8025,N/A,10.7425,59.15,13.175,N/A,N/A,10,3.059,61.508,8.974651135,69.412,2.7,0.095084932,0.084257534,0.00369863,0.012294043
332,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,839.05,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,46.285,0.795,N/A,5.96,58.85,7.4,N/A,N/A,10,3.265,63.3085,5.1014643,67.353,9.04,0.092264384,0.086723973,0.012383562,0.006988307
333,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Ph",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,48.03,0.855,N/A,13.325,55.95,15.5,N/A,N/A,10,4.677,49.044,5.787574276,53.235,11.4,0.072924658,0.067183562,0.015616438,0.007928184
334,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Qp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,46.215,0.815,N/A,10.31,56.6,12.8,N/A,N/A,10,4.382,50.882,6.184943007,56.176,7.24,0.076953425,0.06970137,0.009917808,0.008472525
335,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Cc,Ph",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,48.325,0.79,N/A,11.175,61.7,13.55,N/A,N/A,10,3.603,58.677,4.754279967,63.971,8.6,0.087631507,0.080379452,0.011780822,0.006512712
336,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Cc,Qp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,46.51,0.75,N/A,8.16,62.35,10.8,N/A,N/A,10,3.397,60.515,5.230743924,66.029,5.98,0.090450685,0.08289726,0.008191781,0.007165403
337,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,2,two,equal,01:01,4,4,48.255,0.81,N/A,15.525,59.45,18.95,N/A,N/A,10,5.029,46.25,5.90184378,49.706,10.12,0.068090411,0.063356164,0.013863014,0.008084718
338,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc,Ph",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,47.547,0.813,N/A,10.53,58.833,12.167,N/A,N/A,10,3.603,57.01,5.232084734,63.971,6.72,0.087631507,0.07809589,0.009205479,0.007167239
339,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc,Qp",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,46.337,0.787,N/A,8.143,59.267,10.33,N/A,N/A,10,3.6176,58.235,5.526877961,63.824,7.44,0.087430137,0.079773973,0.010191781,0.007571066
340,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,47.5,0.827,N/A,13.05,57.333,15.767,N/A,N/A,10,4.794,48.725,5.96046128,52.059,9.22,0.071313699,0.066746575,0.012630137,0.008165015
341,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Cc,Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,3,three,equal,01:01:01,4,4,47.697,0.783,N/A,11.62,61.16,14.433,N/A,N/A,10,4,55.147,5.316503237,60,12,0.082191781,0.075543836,0.016438356,0.007282881
342,28,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of littermixture interactions,Santonja et al 2015,Denis Mburu Njoroge,19/06/2020,Europe,France,2012,Observatoire de Haute Provence,43.56115,5.42642,Forest,551.68,low,12.7,Mediterranian climate ,Temperate,N/A,N/A,N/A,N/A,7,400,present,4,macrofauna,,Surface ,730,very  long,"Am,Cc,Ph,Qp",Deciduous,Air dried,N/A,Whole leaf,4,four,equal,1:1:1:1,4,4,47.27,0.8025,N/A,10.7425,59.15,13.175,N/A,N/A,10,3.632,54.78,5.516189718,63.676,4.54,0.087227397,0.075041096,0.006219178,0.007556424
343,29,"Effects of mixed leaf litter from predominant afforestation tree species on decomposition rates in the Three Gorges Reservoir, China",Zeng et al 2018,Denis Mburu Njoroge,19/06/2020,Asia,China,2014,Zigui County,31.11,111.18,Plantation,1025,medium,18, humid subtropical climate ,Sub-tropics,N/A,2.242,0.075,N/A,4.65,225,absent,1,mesofauna,,Surface ,360,medium,"Pm,Cf",evergreen,Air dried,N/A,Whole leaf,2,two,equal,01:01,3,3,40.95,1.93,0.058,24.5,21.2,12.7,0.734,0.822,15,6.684848337,51.33483346,0.079192803,55.43434442,0.08,0.15398429,0.14259676,0.000222222,0.00021998
